intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",77.7134952127
A,2,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",76.7197117569
A,2,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",77.5475531517
A,2,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",75.6064254546
A,2,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",75.2954922013
A,2,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",69.2357243405
A,2,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",73.8578809093
A,2,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",70.4949246531
A,2,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",73.1331963671
A,2,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",68.2366443832
A,2,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",64.8225398892
A,2,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",67.9475687059
A,2,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",86.5048496182
A,2,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",82.155358943
A,2,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",78.1991856374
A,2,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",77.6970953103
A,2,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",78.2023432628
A,2,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",73.5672461113
A,2,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",70.3370176502
A,2,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",69.7744342805
A,2,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",70.2491080175
A,2,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",71.1656425751
A,2,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",67.8583004154
A,2,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",74.6580055844
A,2,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",84.4134267421
A,2,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",89.0460853843
A,2,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",78.0370750808
A,2,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",77.4440147506
A,2,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",76.1373359017
A,2,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",68.2075143662
A,2,"[2016-10-27 17:00:00,2016-10-27 17:20:00)",67.2367492708
A,2,"[2016-10-27 17:20:00,2016-10-27 17:40:00)",70.2726409685
A,2,"[2016-10-27 17:40:00,2016-10-27 18:00:00)",71.3183158134
A,2,"[2016-10-27 18:00:00,2016-10-27 18:20:00)",72.3389604551
A,2,"[2016-10-27 18:20:00,2016-10-27 18:40:00)",64.4636831349
A,2,"[2016-10-27 18:40:00,2016-10-27 19:00:00)",76.4807521274
A,2,"[2016-10-28 08:00:00,2016-10-28 08:20:00)",87.6207360675
A,2,"[2016-10-28 08:20:00,2016-10-28 08:40:00)",84.1141797159
A,2,"[2016-10-28 08:40:00,2016-10-28 09:00:00)",78.9077463368
A,2,"[2016-10-28 09:00:00,2016-10-28 09:20:00)",74.5947900827
A,2,"[2016-10-28 09:20:00,2016-10-28 09:40:00)",76.3940120505
A,2,"[2016-10-28 09:40:00,2016-10-28 10:00:00)",76.0649365958
A,2,"[2016-10-28 17:00:00,2016-10-28 17:20:00)",70.8899201207
A,2,"[2016-10-28 17:20:00,2016-10-28 17:40:00)",72.2363294537
A,2,"[2016-10-28 17:40:00,2016-10-28 18:00:00)",69.8688353443
A,2,"[2016-10-28 18:00:00,2016-10-28 18:20:00)",73.6870694305
A,2,"[2016-10-28 18:20:00,2016-10-28 18:40:00)",63.9587868995
A,2,"[2016-10-28 18:40:00,2016-10-28 19:00:00)",75.7731092567
A,2,"[2016-10-29 08:00:00,2016-10-29 08:20:00)",78.3402678495
A,2,"[2016-10-29 08:20:00,2016-10-29 08:40:00)",77.4818419045
A,2,"[2016-10-29 08:40:00,2016-10-29 09:00:00)",78.4199509645
A,2,"[2016-10-29 09:00:00,2016-10-29 09:20:00)",74.5273040062
A,2,"[2016-10-29 09:20:00,2016-10-29 09:40:00)",72.5944500923
A,2,"[2016-10-29 09:40:00,2016-10-29 10:00:00)",70.8566289404
A,2,"[2016-10-29 17:00:00,2016-10-29 17:20:00)",69.5291303946
A,2,"[2016-10-29 17:20:00,2016-10-29 17:40:00)",70.5167131869
A,2,"[2016-10-29 17:40:00,2016-10-29 18:00:00)",67.642216726
A,2,"[2016-10-29 18:00:00,2016-10-29 18:20:00)",71.9592144259
A,2,"[2016-10-29 18:20:00,2016-10-29 18:40:00)",66.6027696764
A,2,"[2016-10-29 18:40:00,2016-10-29 19:00:00)",74.850041255
A,2,"[2016-10-30 08:00:00,2016-10-30 08:20:00)",78.8298457362
A,2,"[2016-10-30 08:20:00,2016-10-30 08:40:00)",80.8874264635
A,2,"[2016-10-30 08:40:00,2016-10-30 09:00:00)",79.9938895289
A,2,"[2016-10-30 09:00:00,2016-10-30 09:20:00)",76.7334375614
A,2,"[2016-10-30 09:20:00,2016-10-30 09:40:00)",74.0605670295
A,2,"[2016-10-30 09:40:00,2016-10-30 10:00:00)",70.8933766901
A,2,"[2016-10-30 17:00:00,2016-10-30 17:20:00)",69.5257104566
A,2,"[2016-10-30 17:20:00,2016-10-30 17:40:00)",67.0101636815
A,2,"[2016-10-30 17:40:00,2016-10-30 18:00:00)",69.9146262917
A,2,"[2016-10-30 18:00:00,2016-10-30 18:20:00)",68.5330865862
A,2,"[2016-10-30 18:20:00,2016-10-30 18:40:00)",64.3123115205
A,2,"[2016-10-30 18:40:00,2016-10-30 19:00:00)",70.2100880829
A,2,"[2016-10-31 08:00:00,2016-10-31 08:20:00)",74.8057839021
A,2,"[2016-10-31 08:20:00,2016-10-31 08:40:00)",81.717625644
A,2,"[2016-10-31 08:40:00,2016-10-31 09:00:00)",81.1678690098
A,2,"[2016-10-31 09:00:00,2016-10-31 09:20:00)",74.5192059985
A,2,"[2016-10-31 09:20:00,2016-10-31 09:40:00)",73.5380352507
A,2,"[2016-10-31 09:40:00,2016-10-31 10:00:00)",65.5081579464
A,2,"[2016-10-31 17:00:00,2016-10-31 17:20:00)",67.8071515673
A,2,"[2016-10-31 17:20:00,2016-10-31 17:40:00)",69.1004904032
A,2,"[2016-10-31 17:40:00,2016-10-31 18:00:00)",71.320813858
A,2,"[2016-10-31 18:00:00,2016-10-31 18:20:00)",74.7180522026
A,2,"[2016-10-31 18:20:00,2016-10-31 18:40:00)",63.3496871824
A,2,"[2016-10-31 18:40:00,2016-10-31 19:00:00)",70.4619982088
A,3,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",139.784729366
A,3,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",144.925846441
A,3,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",171.928662562
A,3,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",170.477569002
A,3,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",170.528870366
A,3,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",146.483026653
A,3,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",107.380170684
A,3,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",115.230360083
A,3,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",111.717979138
A,3,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",113.961899566
A,3,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",120.849076745
A,3,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",131.947667025
A,3,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",151.805241565
A,3,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",154.589870206
A,3,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",173.161320188
A,3,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",174.198120699
A,3,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",169.840517922
A,3,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",138.188698555
A,3,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",105.562260874
A,3,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",114.140989081
A,3,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",113.33748745
A,3,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",111.117239512
A,3,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",118.601907748
A,3,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",120.054351126
A,3,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",176.573389831
A,3,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",185.967795056
A,3,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",194.832209687
A,3,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",193.823286339
A,3,"[2016-10-27 09:20:00,2016-10-27 09:40:00)",195.109205141
A,3,"[2016-10-27 09:40:00,2016-10-27 10:00:00)",145.529252763
