intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",81.3027544019
A,2,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",86.7902792525
A,2,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",83.5957173135
A,2,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",76.5208918461
A,2,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",78.7730948292
A,2,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",78.0758724456
A,2,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",75.0732900827
A,2,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",73.3118486142
A,2,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",74.5581404614
A,2,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",72.694892481
A,2,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",66.6904095853
A,2,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",70.4452033798
A,2,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",79.9155071636
A,2,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",88.6633702285
A,2,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",83.2782345431
A,2,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",76.7411712185
A,2,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",79.4252097113
A,2,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",78.9236642599
A,2,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",71.439079068
A,2,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",70.9170507577
A,2,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",69.5911812735
A,2,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",69.8479279092
A,2,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",65.2227876302
A,2,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",71.2920864487
A,2,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",81.4151021955
A,2,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",88.6800791209
A,2,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",84.8026032039
A,2,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",77.0164887066
A,2,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",79.8152858981
A,2,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",78.5108934543
A,2,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",71.9958399655
A,2,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",70.8417773496
A,2,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",70.648068595
A,2,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",70.2069415625
A,2,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",65.54551765
A,2,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",69.3218971491
