tollgate_id,time_window,direction,volume
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,44.5508321345
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,52.1078872981
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,49.4157430937
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,49.9366426992
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,52.5959885446
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,50.4818276102
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,46.2930799332
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,40.8578107885
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,30.1123953146
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,29.1424039038
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,26.5369726499
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,23.2429542817
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,44.0686111686
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,53.0592589128
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,49.7932114929
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,49.0235943227
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,51.4535791249
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,51.0206423925
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,44.3248581791
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,37.0524751195
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,27.5768502863
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,26.8980305884
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,25.9619902967
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,23.1767178849
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,43.6651572096
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,53.6938013675
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,51.1248718644
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,48.8476056142
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,52.448975625
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,52.0274591168
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,44.5564690102
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,38.4004106923
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,28.4274364571
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,27.3262588132
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,25.9774444927
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,23.0719871282
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,46.2856684498
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,53.1500417383
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,51.7435429951
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,50.4950578987
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,53.0916415638
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,51.9262671599
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,51.16818254
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,45.9479522697
