tollgate_id,time_window,direction,volume
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",0,44.1211324988
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",0,54.3190779452
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",0,47.7555735363
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",0,51.1026958876
1,"[2016-10-18 09:20:00,2016-10-18 09:40:00)",0,53.1112372156
1,"[2016-10-18 09:40:00,2016-10-18 10:00:00)",0,50.0602615342
1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",0,42.5337941857
1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",0,39.9155646992
1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",0,30.1808523601
1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",0,27.1514417657
1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",0,25.6577530771
1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",0,20.5770583182
1,"[2016-10-19 08:00:00,2016-10-19 08:20:00)",0,45.3373537028
1,"[2016-10-19 08:20:00,2016-10-19 08:40:00)",0,54.8677563866
1,"[2016-10-19 08:40:00,2016-10-19 09:00:00)",0,52.4282334158
1,"[2016-10-19 09:00:00,2016-10-19 09:20:00)",0,47.5532212786
1,"[2016-10-19 09:20:00,2016-10-19 09:40:00)",0,51.7674046791
1,"[2016-10-19 09:40:00,2016-10-19 10:00:00)",0,50.254576771
1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",0,42.7690346707
1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",0,35.4875073627
1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",0,26.6768146134
1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",0,26.6534710044
1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",0,25.4503053429
1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",0,22.408796176
1,"[2016-10-20 08:00:00,2016-10-20 08:20:00)",0,43.0985137677
1,"[2016-10-20 08:20:00,2016-10-20 08:40:00)",0,54.7582564086
1,"[2016-10-20 08:40:00,2016-10-20 09:00:00)",0,55.4502392364
1,"[2016-10-20 09:00:00,2016-10-20 09:20:00)",0,48.0557696433
1,"[2016-10-20 09:20:00,2016-10-20 09:40:00)",0,53.3087959412
1,"[2016-10-20 09:40:00,2016-10-20 10:00:00)",0,53.4258747096
1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",0,43.0471582283
1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",0,37.0191660841
1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",0,27.5498746478
1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",0,27.1125558315
1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",0,25.5282942816
1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",0,22.4746216404
1,"[2016-10-21 08:00:00,2016-10-21 08:20:00)",0,47.3030505589
1,"[2016-10-21 08:20:00,2016-10-21 08:40:00)",0,53.4977481468
1,"[2016-10-21 08:40:00,2016-10-21 09:00:00)",0,52.746467299
1,"[2016-10-21 09:00:00,2016-10-21 09:20:00)",0,49.8074861825
1,"[2016-10-21 09:20:00,2016-10-21 09:40:00)",0,50.6096451535
1,"[2016-10-21 09:40:00,2016-10-21 10:00:00)",0,52.5456838667
1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",0,55.1795497285
1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",0,50.9392879914
1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",0,36.0852882362
1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",0,35.7632022555
1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",0,30.5335697686
1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",0,29.7947016614
1,"[2016-10-22 08:00:00,2016-10-22 08:20:00)",0,42.0756514025
1,"[2016-10-22 08:20:00,2016-10-22 08:40:00)",0,51.3593167126
1,"[2016-10-22 08:40:00,2016-10-22 09:00:00)",0,52.3484627968
1,"[2016-10-22 09:00:00,2016-10-22 09:20:00)",0,47.0788744217
1,"[2016-10-22 09:20:00,2016-10-22 09:40:00)",0,51.2192276377
1,"[2016-10-22 09:40:00,2016-10-22 10:00:00)",0,51.8640955451
1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",0,42.3900556027
1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",0,41.6209366402
1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",0,31.6675721081
1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",0,28.0323709802
1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",0,24.4092300883
1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",0,21.79272415
1,"[2016-10-23 08:00:00,2016-10-23 08:20:00)",0,40.4203930478
1,"[2016-10-23 08:20:00,2016-10-23 08:40:00)",0,50.8410305817
1,"[2016-10-23 08:40:00,2016-10-23 09:00:00)",0,50.5659149564
1,"[2016-10-23 09:00:00,2016-10-23 09:20:00)",0,46.2490127079
1,"[2016-10-23 09:20:00,2016-10-23 09:40:00)",0,49.2587396821
1,"[2016-10-23 09:40:00,2016-10-23 10:00:00)",0,49.9611983367
1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",0,52.8423441816
1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",0,50.1348165538
1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",0,36.1945814209
1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",0,34.4935718965
1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",0,30.1907859009
1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",0,31.4982417279
1,"[2016-10-24 08:00:00,2016-10-24 08:20:00)",0,47.1475760135
1,"[2016-10-24 08:20:00,2016-10-24 08:40:00)",0,54.6673594126
1,"[2016-10-24 08:40:00,2016-10-24 09:00:00)",0,50.0284066992
1,"[2016-10-24 09:00:00,2016-10-24 09:20:00)",0,51.7706459909
1,"[2016-10-24 09:20:00,2016-10-24 09:40:00)",0,54.8983463807
1,"[2016-10-24 09:40:00,2016-10-24 10:00:00)",0,52.8143334514
1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",0,43.3522146145
1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",0,39.9489742062
1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",0,30.2919505264
1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",0,27.2208729755
1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",0,25.0890447687
1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",0,22.0061740355
1,"[2016-10-18 08:00:00,2016-10-18 08:20:00)",1,111.497622803
1,"[2016-10-18 08:20:00,2016-10-18 08:40:00)",1,109.484661339
1,"[2016-10-18 08:40:00,2016-10-18 09:00:00)",1,120.998831041
1,"[2016-10-18 09:00:00,2016-10-18 09:20:00)",1,123.432766077
