tollgate_id,time_window,direction,volume
1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",0,52.0
1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",0,57.0
1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",0,54.0
1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",0,53.0
1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",0,52.0
1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",0,57.0
1,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",0,41.0
1,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",0,38.0
1,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",0,27.0
1,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",0,25.0
1,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",0,22.0
1,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",0,18.0
1,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",1,114.0
1,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",1,117.0
1,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",1,116.0
1,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",1,121.0
1,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",1,114.0
1,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",1,111.0
1,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",1,115.0
1,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",1,129.0
1,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",1,131.0
1,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",1,76.0
1,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",1,93.0
1,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",1,77.0
2,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",0,117.0
2,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",0,118.0
2,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",0,114.0
2,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",0,100.0
2,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",0,94.0
2,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",0,76.0
2,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",0,91.0
2,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",0,80.0
2,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",0,75.0
2,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",0,68.0
2,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",0,65.0
2,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",0,53.0
3,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",0,164.0
3,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",0,164.0
3,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",0,162.0
3,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",0,160.0
3,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",0,147.0
3,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",0,139.0
3,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",0,123.0
3,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",0,123.0
3,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",0,106.0
3,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",0,90.0
3,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",0,78.0
3,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",0,67.0
3,"[2016-10-25 08:00:00,2016-10-25 08:20:00)",1,105.0
3,"[2016-10-25 08:20:00,2016-10-25 08:40:00)",1,103.0
3,"[2016-10-25 08:40:00,2016-10-25 09:00:00)",1,121.0
3,"[2016-10-25 09:00:00,2016-10-25 09:20:00)",1,107.0
3,"[2016-10-25 09:20:00,2016-10-25 09:40:00)",1,101.0
3,"[2016-10-25 09:40:00,2016-10-25 10:00:00)",1,89.0
3,"[2016-10-25 17:00:00,2016-10-25 17:20:00)",1,90.0
3,"[2016-10-25 17:20:00,2016-10-25 17:40:00)",1,93.0
3,"[2016-10-25 17:40:00,2016-10-25 18:00:00)",1,96.0
3,"[2016-10-25 18:00:00,2016-10-25 18:20:00)",1,76.0
3,"[2016-10-25 18:20:00,2016-10-25 18:40:00)",1,80.0
3,"[2016-10-25 18:40:00,2016-10-25 19:00:00)",1,78.0
1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",0,25.0
1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",0,28.0
1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",0,28.0
1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",0,28.0
1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",0,28.0
1,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",0,28.0
1,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",0,35.0
1,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",0,33.0
1,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",0,24.0
1,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",0,22.0
1,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",0,19.0
1,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",0,17.0
1,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",1,115.0
1,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",1,117.0
1,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",1,124.0
1,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",1,124.0
1,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",1,116.0
1,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",1,118.0
1,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",1,108.0
1,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",1,119.0
1,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",1,123.0
1,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",1,73.0
1,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",1,86.0
1,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",1,72.0
2,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",0,178.0
2,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",0,181.0
2,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",0,172.0
2,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",0,154.0
2,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",0,142.0
2,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",0,117.0
2,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",0,73.0
2,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",0,60.0
2,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",0,59.0
2,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",0,52.0
2,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",0,51.0
2,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",0,44.0
3,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",0,153.0
3,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",0,149.0
3,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",0,143.0
3,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",0,150.0
3,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",0,137.0
3,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",0,125.0
3,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",0,109.0
3,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",0,108.0
3,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",0,96.0
3,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",0,81.0
3,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",0,73.0
3,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",0,61.0
3,"[2016-10-26 08:00:00,2016-10-26 08:20:00)",1,112.0
3,"[2016-10-26 08:20:00,2016-10-26 08:40:00)",1,111.0
3,"[2016-10-26 08:40:00,2016-10-26 09:00:00)",1,131.0
3,"[2016-10-26 09:00:00,2016-10-26 09:20:00)",1,118.0
3,"[2016-10-26 09:20:00,2016-10-26 09:40:00)",1,112.0
3,"[2016-10-26 09:40:00,2016-10-26 10:00:00)",1,95.0
3,"[2016-10-26 17:00:00,2016-10-26 17:20:00)",1,77.0
3,"[2016-10-26 17:20:00,2016-10-26 17:40:00)",1,78.0
3,"[2016-10-26 17:40:00,2016-10-26 18:00:00)",1,84.0
3,"[2016-10-26 18:00:00,2016-10-26 18:20:00)",1,64.0
3,"[2016-10-26 18:20:00,2016-10-26 18:40:00)",1,67.0
3,"[2016-10-26 18:40:00,2016-10-26 19:00:00)",1,68.0
1,"[2016-10-27 08:00:00,2016-10-27 08:20:00)",0,52.0
1,"[2016-10-27 08:20:00,2016-10-27 08:40:00)",0,57.0
1,"[2016-10-27 08:40:00,2016-10-27 09:00:00)",0,59.0
1,"[2016-10-27 09:00:00,2016-10-27 09:20:00)",0,52.0
